document_id,clean_text,sentiment
441,take cue recent super bowl star pack umbrella ella ella shaping rainy thursday also possibility storm always head trafficwise website app latest road condition,positive
442,people come country legal date child see anything wrong said,negative
443,rich seems fun reportedly rented property paradise valley approximately mile stadium sb lvii took place allegedly spent night stay estate amp booked least night ml local luxury real estate,positive
444,keep lil cougar paw away good classic riri,positive
445,celebrating th year podcasting th season thank entire team financially savvy minute bilingual podcast shine bright like diamond,positive
446,rihanna bitch better money gone place st place th,negative
447,rihanna girl world fallen place th place th,negative
448,lift black panther wakanda forever music inspired jmrs,positive
449,strike either run storm embrace,positive
450,rihanna born audio via found need son little one become,neutral
451,inside trax young girl barbados always dreamed becoming music star incredible journey beach barbados headlining inspiration coming artist thread,positive
452,listening lot lately never released much music huge part growing literally since listening pin de replay radio ann hit huge part childhood,positive
453,rihanna girl world gone place st place th,neutral
454,rihanna umbrella feat jay z gone place th place th,neutral
455,yep definitely rihanna reborn megastar became mother british vogue,positive
456,rihanna umbrella feat jay z fallen place rd place th,negative
457,rihanna girl world moved place th place st,neutral
458,dropping beautiful music album time drop baby picture album mokgadi tzaneen limpopo,positive
459,rihanna girl world gone place st place st,neutral
460,rihanna umbrella feat jay z dropped place th place th,neutral
461,rihanna girl world gone place st place st,neutral
462,performed super bowl show salomon sneaker everyone talking salomon sneaker transition trail runway street stealing market share nike like mainstream,positive
463,music longer traded nft fan disappointed internet heals fiery super bowl performance,positive
464,gdp rise jan sept amp sharjah raise billion sustainable bond debut,neutral
465,way people worship stalk day lol millennial digging crate listening musical masterpiece thank goodness old soul,positive
466,march issue fresh special announcement phenomenal march cover star,positive
467,super bowl,positive
468,confesses band axed song featuring vocal one album,negative
469,shared another snap baby boy shoot via ig,neutral
470,year old granddaughter brought right wait end congratulation baby number two love memphis,positive
471,rihanna first ever british vogue shoot fresh super bowl performance pop superstar rihanna debut cover british vogue march edition see detail,positive
472,bc best one seen trend,positive
473,new era pop superstar rihanna partner rapper ap rocky new era begin rihanna nothing emerges seismic reinvention yet becoming mother,neutral
474,amp watching perform download topmixtapes app io stay updated download topmixtapes app android stay updated,neutral
475,made singing comeback sunday fan anxiously awaiting ever since break music year back feel performance want sing certain song play every song hoped would,positive
476,got reaction whatsapp asaprocky latest guy think,neutral
477,repost ridiculous ninth album release year,negative
478,love letter one bajan another,positive
479,repost march issue,neutral
480,check appenings week tech superbowl google ai fail spotify defeat elmo,negative
481,rihanna buzzworthy red coat super bowl fashion enthusiast toe week looking similar style found coolest one get look,positive
482,nod inclusive fashion subtle show reference inclusive beauty far explicit read aront bennett phd associate dean dei halftime show via,positive
483,share single shot baby boy recent cover shoot,negative
484,said could getting new music year article,neutral
485,photo march issue baby boy,neutral
486,rihanna british vogue inez vinoodh new era begin nothing ever fresh super bowl special announcement rihanna british vogue phenomenal march cover star,negative
487,secret industry connection unmatched amp prime example performance broadcasting amp painting stadium entrance learn alumnus helped make biggest tv night year reality,negative
488,trying put little dirt right something talk behind back thriving achieving way lee shining,negative
489,one favourite song favorite diva legend remember forget,positive
490,love thing problem asap rocky falling shadow hear much unless rihanna hope keep individuality becoming whole,positive
491,business lesson rihanna super bowl lvii performance think learn anything superstar think,positive
492,catch three amazing performance weekend justina mile first black deaf woman provide american sign language interpretation pre game halftime show,positive
493,learn best eye mogul creating v g e brand ebook get copy today start building savage brand,positive
494,learn best eye mogul creating v g e brand ebook get copy today start building savage brand,positive
495,today heather amp wickett podcast anyone know snowpocalypse update free agent sings listen,positive
496,really make nothing,neutral
497,agree learn rihanna masterful performance last night,positive
498,thanx dreezy watching u kawempe locked vid,neutral
499,rihanna found love feat calvin harris moved place rd place th,positive
500,guarda unapologetic cd italy su,neutral
501,new oxford university press race politics irish america gothic history mary burke,neutral
502,featuring track,neutral
503,rihanna found love feat calvin harris gone place th place th,positive
504,even valentine day keep u sharing latest entertainment,positive
505,wonder much brand made super bowl way brand plugged entire process sxf fb f much going must made million dollar,positive
506,weekly news become one thing look forward every day lot going bet see releasing hit song nft read including,neutral
507,didnt know insulted wth poster say f trump barbados whats economy barbados made famous rich singer american yes cuz usa socialist cuz capitalism wat republican uphold care low price gas cuz shes rich,positive
508,given watched sb six year one argue sponsor benefitted,positive
509,surprising news,positive
510,learn spirituality india detail website karmicbuzz dot com podcast karam pradhan gaana listen link also available spotify amp anchor,neutral
511,let rehash died silly vaccine eleventy time since birth clone appeared cover said vax death clone wore satanic jacket super bowl also satanic ritual wore pentagram,negative
512,merino ram moose become best bud mini hereford cow madeleine feel song moose madeleine huge superstar obvious next step,positive
513,mondaayyyy fly as produce talk maintaining great,positive
514,get ready anti maternitywear fashion,positive
515,viral clip final resurfaces showed admiration singer halftime show,positive
516,notice lighting featuring brilliant design using astounding amount rgbdw strip light amp c channel totaling foot,positive
517,knew performance going controversial gop bc expecting skimpy outfit suggestive performance woman come covered head toe still handle get fuck,negative
518,little longer lol oh loved little dab homage awt pose segment lol,positive
519,suspended platform lighting design camera operation uncsa alumnus played critical role bringing performance life exceptionally talented alumnus,positive
520,many cringy comment riri example sade perform like tina rhianna perform like beyonce guess rich make amazing music stop hatin corn tweeps loved riri sade concert different vibe bey,positive
521,tell coach reid banned watching performance,negative
522,clip rihanna super bowl performance page tiktok transition found love rude boy remix sooo smooth camera man dancer choreography go rude boy killed ate tf,negative
523,new art da gevert threatened dropping nft soon link bio,negative
524,valentine package rythms night valentine playlist,neutral
525,one dancer reveals dancer know singer pregnant,neutral
526,message world innocent little girl full grown woman born rich long willing put as world see someone somewhere pay look aka gold digger shuck moral,positive
527,big news episode news nobody need,neutral
528,would love collab two powerhouse,positive
529,rihanna climbed place th place th,neutral
530,believe gonna music soon biggest bitch pissed,negative
531,also taking advice guy speaks like,positive
532,cannot get turn rihanna whole club fuckin wasted outta head shout unlocking memory time blacked early,negative
533,please consider making donation support victim earthquake help recover destruction caused natural disaster,negative
534,oluwasegun alonge nigerian core ondo state forthcoming election vote competence vote better nigeria support president,positive
535,unapologetic cd italy,neutral
536,understand pride square mile ridiculous number people live mile ancestor enslaved,negative
537,coming april st new novel charlie kipper pre order ebook amazon charlie kipper,positive
538,take eye away scene,neutral
539,cr idylcs instagram ellie williams edit tlou p ellie blame alcohol,negative
540,inflation rose january following increase december according consumer price index report released tuesday cpi period,positive
541,say coach reid banned watching halftime performance,negative
542,year ago today released so lead single girl like album february,positive
543,started v ended backstage field stage tv screen,neutral
544,deloris deloris single delay order flower val day video,negative
545,ingrate say thank came back school met bed decorated gift thank husby best val ever,positive
546,flower super bowl legend please still recovering incredible performance thinking back legendary performance black woman given u super bowl sunday,positive
547,jay z kanye west amp rihanna run town feat kanye west amp rihanna risen place th place th,neutral
548,year old black woman going viral rihanna super bowl performance watch video find,positive
549,u itskillscenter wishing joyous valentine day filled love cherished moment significant,positive
550,happy valentine day crew sunday night brew,positive
551,new podcast ale episode live join bum recap halftime show superbowl commericals superbowl trivia as got started bum mvbs,positive
552,swipe,neutral
553,web world redefining ownership data bank even record label nft enabling fan fractionally song excited taking self custody,positive
554,music break lift black panther wakanda forever,neutral
555,benefit bazooka forcefield halo schedule discovery call learn,positive
556,intermittently expanding oxide electric charge result european union profession,neutral
557,need introduction give one anyway everyone symbol black future topping chart running beauty empire becoming first young female billionaire america headlining,positive
558,course performance two day ago help pay tribute,positive
559,valentine package rythms night valentine playlist tomorrow,neutral
560,fact rihanna apart perfoming headlining super bowl halftime show fenty beauty founder fact rihanna,positive
561,rihanna need tell u comfortable happy relationship girl poppin kid month apart say pretty much settled thriving,positive
562,got result client,neutral
563,rihanna bitch better money moved place th place th,negative
564,performance scene favourite see camera focus walking smiling looked directly lens ending rotation epic comeback tagged memorabilia moment,positive
565,nan,neutral
566,nan,neutral
567,nan,neutral
568,rihanna rehearsed mile away los angeles keep pregnancy secret super bowl,positive
569,nan,neutral
570,nan,neutral
571,rihanna donned million worth jewelry made diamond performance super bowl halftime show,positive
572,sure everyone missed edited rihanna illuminati hand gesture,positive
573,epic scene rihanna performance super bowl,positive
574,compiled nominee iconic artist nominated one favorite,positive
575,ad human skeleton found archeologist believed erstwhile pakistan,neutral
576,excellent article performance sound professional must read,positive
577,rihanna girl world dropped place st place rd,neutral
578,super bowl halftime show producer jesse collins revealed rehearse mile away los angeles santa clarita keep performance rihanna pregnancy wrap,positive
579,point difference mind still top jump amp barely get point tiktok seeing music mostly unavailable,positive
580,rihanna moved place th place th,neutral
581,jay z kanye west amp rihanna run town feat kanye west amp rihanna risen place st place st,neutral
582,happy valentine day one u happy valentine day,positive
583,check amazing photo created using ai yesterday super bowl halftime show incredible technology elevate art creativity,positive
584,year radio silence rihanna finally performs talking pregnant amazing please,positive
585,happy valentine everyone enjoy solar inverter system package kva kva throughout month february order system dm call app u,positive
586,anyone see dancer almost fell height performance,neutral
587,happy valentine day shy away celebrating day loved one live app,positive
588,valentine day asked member team write something special special someone got u simply blew away love happy valentine day powerplug innovation africa,positive
589,watch catch halftime show actually say pregnant everyone assume cuz still carrying baby fat last pregnancy,neutral
590,happy val day number colorful radio rainbow fm tune program today click follow like retweet comment business detail shout air today,positive
591,finally someone ball call thank shying away calling blasphemy needed absolutely appalled jacket damar hamlin wearing satanic crotch sniffing show,negative
592,last year bang rihanna tried deliver best waiting cameo frequent collaborator eminem drake calvin harris jay z yet great performance,positive
593,come back bachelor na spinster meeting say make wait till next year,neutral
594,hello lover miss giveaway simple register deposit ksh get one valentine dinner natembeya,positive
595,deeper problem criticizing rihanna super bowl half time show sexism society quit sarah higgins,negative
596,cold outside learn work walk alone sentiment bloodline african run away truth short enjoyment come back suffer long time,positive
597,get handmade jewelry korobydizzy jewelry accessory,neutral
598,black soap carry eye go market know know soap harsh skin effortlessly clear nyama nyama skin available pick n,negative
599,performance scream fuck nfl gonna say girl barbados,negative
600,property management system manage property single place whenever get app portal landlord n tenant list vacants leading site,neutral
601,check tee store delivery nationwide click order,neutral
602,rihanna rediscover album song brightest diamond sky apple music,positive
603,embodied soul continuously pass childhood youth old age similarly time death soul pass another body wise deluded,negative
604,u happy valentine spread love around show back love retweet texas tech,positive
605,lagos begin month test run free ride blue light train operation would run p everyday via magazine,positive
606,let preach truth let get away chain religion especially african stis murkomen eldorent natembeya bayern liverpool bandit,positive
607,yesterday winning god bless sir really appreciate sharia eagle dortmund oba lagos spiritual berlusconi,positive
608,yesterday winning god bless sir really appreciate sharia eagle,positive
609,ummm ion know type phone got pic always look aesthetically pleasing epic let find si got exclusive apple,positive
610,p govt unable provide necessary item pak awaam milk price karachi increased pkr pkr per litre state amid uncertain condition,negative
611,free beyonce amaizing ever comparison stupid ppl,negative
612,klean teenage dj producer brazil helped usher brazilian dance music onto one music biggest stage,neutral
613,create trello card new google sheet spreadsheet row automation template,positive
614,crumbling infrastructure imperial spent trillion instead,neutral
615,fastbds indonesia building future banking technology,neutral
616,super bowl top black moment historic first rihanna baby bump,positive
617,people say rihanna performance wasnt great yall expect moonwalk across stage always dance waist type performer hip,negative
618,love never forgets come inclusive amp intentional everything represents brand trendsetter stan caribbean queen,positive
619,sure expecting,positive
620,vega baby happens vega stay vega miss blessing braxton premiering saturday february th theater link bio ticket,positive
621,rihanna kept pregnancy secret halftime producer source,neutral
622,vega baby happens vega stay vega miss blessing braxton premiering saturday february th theater link bio ticket,positive
623,vega baby happens vega stay vega miss blessing braxton premiering saturday february th theater link bio ticket,positive
624,caught video getting protective strap harness situated performance scary think one strap keep falling,negative
625,art stuff weekend girl back btw ignore fact used rose brush,negative
626,throwback got sister gift season still brand new portable work purpose,positive
627,shit last night today resigned another position nd year row right tax season porque tengo dinero en la ment dinero dinero en la mente,negative
628,effect watching live really different watching tv opening ceremony impressive,positive
629,sign language interpreter also behaving like westbury rd love,positive
630,february bodh day great saint satguru rampal ji maharaj whose leadership evil eradicated whole world forever,negative
631,bodh diwas organized th february th february guidance jagat guru sant rampal ji maharaj satlok ashram cordially invited family friend day left bodh diwas,positive
632,please still need support still constant risk abuser,negative
633,check story fox sport give yes still talking half time show,positive
634,excellent piece apple music strategy super bowl halftime grammy approx viewer sb halftime next vega new orleans imagine opportunity market,positive
635,posting rihanna disappears timeline,negative
636,going shooting ufo least people dead earthquake people talking rihanna,negative
637,rihanna rediscover album song brightest diamond sky apple music,positive
638,know massive impact left world quote legend get week started strong,positive
639,track campus construction progress download mobile app mobile app may downloaded apple store google play apple store google play,positive
640,learn super bowl halftime show,positive
641,still game last night still listening rihanna right car,neutral
642,arguably gave one best history bow donald one want opinion criticism flap flat shallow go back mirror primp amp preen roadkill animal pelt head hair lose,negative
643,help psg bounce back disappointing weekend,negative
644,case missed amazing performance last night awesome job youtu hjbo nli,positive
645,kind strange one care fat guy dressed like woman want read book child even stranger pastor say nothing pulpit,positive
646,see hint rihanna pregnancy read detail create new website,positive
647,vibe plus award winner,positive
648,wanted,neutral
649,every time stamp monumental every transition song song clean exciting choreo hit instrumentation,positive
650,riri superbowl halftime show best performance last year set design amazing vocal,positive
651,asl interpreter justina mile almost stole show rihanna halftime performance,neutral
652,fan girl enjoyed anticipation performance consultant learning lesson monday morning commentary online takeaway achiever sound ridiculous criticizing achiever,positive
653,frenzy around rihanna super bowl halftime show appearance wanted show began robyn fenty back beautiful barbados main city bridgetown visit street house grew,positive
654,coloring rihanna superbowl performance dark color app,neutral
655,rihanna made super bowl debut halftime show certainly disappoint broke singer red look last night,positive
656,chooses recede view set glendale would one hell mic drop moment,negative
657,arguably much entertainment football uncsa made strong appearance year programming performance movie trailer list uncsa connection,positive
658,light halftime show red ensemble makeup envi break singer iconic look amp,neutral
659,major moment rihanna super bowl halftime performance tribute floating stage asap rocky cute gesture,positive
660,thank helping raise awareness learn anemia,positive
661,pray god everyday give strength right thing need right time supposed make sure actually set mind receive help god ready take action,positive
662,buy dspp renew lease begin fracking wanna play game lack information fuck,negative
663,stunning per please appreciation every single dancer flawless,positive
664,super bowl lvii delivered everything expect production worthy name see photo,positive
665,unpopular opinion fave song anti actually desperado,positive
666,folk learn whitney high expectation time protect rihanna imagine performing live year imagine returning stage front million people three month pregnant,positive
667,way,neutral
668,flower gift buy make happy also love,positive
669,singing negro national anthem thangggg little special guest surprise great evening congratulation also go kansa city,positive
670,global superstar performed halftime show ep take look top financial fitness lesson learn listen,positive
671,insipid thing newly purchased car distractors truly important please stay dialed god lord christ world ephemeral amp hell,negative
672,post super party time back az got story tell remind tin foil hat wearing crowd game rigged weigh pregnant performance miss show listen gt,positive
673,although best ad night might rihanna pausing halftime show fix makeup fenty beauty line five next best commercial superbowl,positive
674,never recover,neutral
675,think agree best pregnancy reveal party ever looked amazing btw art direction brilliant dancer iconic sec marketing pregnant beautiful,positive
676,news catch iconic style moment performance highlighting significant meaning behind singer look plus detail sneaker,positive
677,rihanna super bowl performance unimportant meant rihanna ceremony country barbados achieved independence british crowne became independent nation,positive
678,fuck anyone slate rihannas half time show last night must listened time today vocal,negative
679,people still understand vocal back track prerecorded vocal live performance rinse repeat singing mic away mouth,neutral
680,richest person barbados expect growth work day,positive
681,found love football place culture critic review highly anticipated return stage performance song made setlist pregnancy announcement,positive
682,nigeria bless talent guy please support boy trench help locate destiny helper,positive
683,really liked halftime performance super bowl slight issue seen fenty show much energy spectacle excused tho woman pregnant barely recovering baby number,positive
684,woman goddess barbados previous british colony triumphant brilliant wealthy force whole world fall foot,positive
685,rihanna need bring anyone people forgetting performed since want anyone else taking attention solo artist caliber crush performance,negative
686,police quickly arrested pastor carrying ak demonstration wat several video seen north south east amp west people carrying ak arrested,negative
687,someone save pedro pascal edits lord mercy,positive
688,still trying gather effect insane song transition got mother impeccable transition work wild thought,negative
689,valentine happy uefa champion league day,positive
690,amazing game amp literally like sky making red astonishing,positive
691,b better money girl world found love rude boy work wild thought pour light run town umbrella diamond yal nasty rude ate top bottom,positive
692,valentine day gift buy make happy also,positive
693,glow grow flow whatever style hair type covered authentically order,neutral
694,valentine day gift buy make happy also,positive
695,rihanna rude boy climbed place th place th,negative
696,rihanna girl world gone place th place th,neutral
697,oh gawd people underwear bunch coming amp nonsense bull crap assumption performance jeeez looked amazing song picked amazing period period,positive
698,hey chatgpt fate humanity relies jon jones alexandria ocasio cortez defeat alien another galaxy hand hand combat would likely save humanity,positive
699,critic expected rihanna superbowl,negative
700,hot take sorry commercial plain sucked couple others good talk dud division politics watch get away woke,negative
701,unbelievable rescue team pull four year old girl rubble alive hour,positive
702,terrifying height dancer amp like watching halftime show field,negative
703,excited share top performing lvii looking volume sentiment surrounding million social medium post billion impression yesterday also analyzed halftime performance,positive
704,took cooking senior year made bagel scratch day project remember year old trying master cooking,neutral
705,never getting new music smh,negative
706,wanted ya said wanted rihanna,neutral
707,rewatched rihanna super bowl halftime performance even better watching nd time choreography dancer spot set design immaculate vocal outstanding performance rih rih,positive
708,got full breakdown glam team,neutral
709,amazing game congrats kansa city chief victory favorite moment game commercial share,positive
710,million sperm cell reaching fallopian tube fertilize egg number taken williams et al,positive
711,game last night team win well amazing performance rihanna cheer winning super bowl,positive
712,walking new week like sb one favorite moment superbowl concert,positive
713,uodate dancer rihanna super bowl show half time looked like cross oompa loompas willie wonka hand maiden tale woman amp dustin hoffman movie outbreak,positive
714,rihanna cardi b time asl interpreter stole show,neutral
715,criticizing riri black history month crazy literally self made billionaire black woman small island legend inspiration many looked like bos stage,positive
716,february day found wondering today louise would made another black woman caribbean island headlining jr,neutral
717,go stand tinubu convoy bcos want imitate obidient boy peter obi convoy dem go jam throw put town hall different bala bulk obi cubana gani adam ladipo abacha,positive
718,surprise keep coming rihanna,positive
719,month completely different space mentally spiritually financially,neutral
720,today music monday discussing halftime show performed lengthy hiatus favorite least favorite moment performance join discord join conversation,positive
721,everyone else thought performing battlefield smash bros right cool,negative
722,wonderful tribute gone world forgotten amazing,positive
723,yes rihanna stunning custom made red coat la homage coat identical one archive available via reposted,positive
724,seen footage turkey syria past week ukraine past year,neutral
725,online job portal user recruitment agency helping employer headhunt brightest candidate thank staying strong u,positive
726,day end day using knowledge got previous class built turtle crossing game enhanced feature end great day indeed,positive
727,realize rihanna fetus already accomplished people even born yet performed half time show like baby go,positive
728,choice still remains buy fixed match testify fake game speaks come reliable source available scammed mean everybody scammer,negative
729,love beyonce advice got,positive
730,really thought plain costume many layer going least two three costume change aside rising platform spectacular would hoped would,positive
731,phyna attacked girl bbl said one getting attraction men obi cubana,neutral
732,else disappointed drop giant piece ice,negative
733,game last night team win well amazing performance rihanna cheer winning super bowl,positive
734,made pop culture news recap story beware balloon must title article news today,neutral
735,pick shorty brunch bottomless mimosa,neutral
736,rihanna show really brought misogyny reaction went omg gut enough time get shape still look big someone first trimester ppl comparing beyonc amp rihanna pregnancy performance fr,neutral
737,rihanna x parris temptation draw choreo performance strong,positive
738,suffering gut digestive issue bet tried gt,negative
739,still feeling feel last night game tie breaking win baby bumpin halftime show u household tuned year last,positive
740,touching story china felt like cry especially part said,negative
741,game last night team win well amazing performance rihanna cheer winning super bowl,positive
742,rihanna backup dancer newest super bowl meme featuring meme,positive
743,game last night team win well amazing performance rihanna cheer winning super bowl,positive
744,honestly feel bad halle bailey soon decide date rapper wrap like go downhill sad could tell really committed ishmael,positive
745,descending suspended platform barbadian superstar delivered solo super bowl halftime performance sent search music spotify spiking,positive
746,alien invasion na put way object traveled trillion mile another system tracked shot easily doubt ufo happy proved wrong add,positive
747,experiencing dancing living room super bowl halftime show good time call life chiropractic provide generational care bring entire checkup,positive
748,game last night team win well amazing performance rihanna cheer winning super bowl,positive
749,withdrawing nk nk charge po old naira note bus longer accepting old naira note also bank trek home abi iru kini gbogbo katikati yi nah,negative
750,case missed last night go welcome,positive
751,saw kid singing favorite song mine overjoyed make duet,positive
752,seen better super bowl half time performance great show outfit looked like bunch baby sperm running around one drop period blood rihanna,positive
753,nan,neutral
754,need stop pretending news station clean house top bottom worst coverage seen crotch move time place everything national tv one,negative
755,gave american best show killing black community clear message say ad police shot set gun whoever want get away law hide hi,negative
756,think learned rihanna amp m eagle fan weekend matter internet troll gonna always complain famous woman said hater gonna hate hate hate,negative
757,show mediocre apart nothing bad,positive
758,everyone frenzy taking closer look wristwear worn celebrity watch enthusiast sported jacob amp co timepiece diamond bezel red dial,positive
759,still stuck high sb dug fav flick baby ri first popped getty else day fan,positive
760,anybody hatin superbowl performance oughta ashamed great halftime performance btw care pregnancy course focusing performing,positive
761,swear expected stripper activity last night pregnant billionaire get priority straight,positive
762,rihanna rediscover album song brightest diamond sky apple music,positive
763,national news using alleged balloon distract classified doc laptop ukraine etc,negative
764,second zoom call start pretending like wake nap,positive
765,football futbol football never understand american highjacked established name global game sport even use foot bassackwards,neutral
766,america isnt trump maga cult lesson rihanna trump bash someone loser he projecting certain awesome,positive
767,today p guest host u war balloon alien reax office romance update correspondent matthew,negative
768,right end zone,neutral
769,barbadian pride barbadian still beaming pride today following stellar performance right excellent robyn rihanna fenty surprise announcement expecting another child,positive
770,far,neutral
771,rihanna draped red like ghey boy grammys backup look like ghetto astronaut floating platform final song diamond ascending saying want see space ufo fake gay demonic energy practice,positive
772,last week yesterday favorite omen red symbolism redhead funny red power,positive
773,rihanna super bowl show borderline inappropriate family viewing amp could benefited greater diversity leave,positive
774,sweeper collecting garbage road bhalswa dairy main road,neutral
775,marketing lesson learn rihanna thread,neutral
776,magic pple tweeting inside one room agvado soon cry obi cubana,negative
777,garbage landsliding road bhalswa landfill site please reconstruct boundary wall avoid fatal accident future,negative
778,itni shiddat se maine tmhe paane ki koshish ki hai ki har zarre ne mjhe tmse milane ki saazis ki hai known love known love,positive
779,love much institution like nfl deserve much especially black woman immigrant amp poc came delivered basic still amazing amp got check mindset hope bring job,positive
780,show expertly communicate tenacious self starter played fame game well made bungalow billion le year single still slam,positive
781,willing bet majority people wanted rihanna performance never pregnant,neutral
782,aprocky grinning ear ear watching halftime performance,positive
783,man dey tire level energy need president aso rock retirement home ancestor please join pm,positive
784,rihanna knew makeup move super bowl got rich second makeup fenty lmao,positive
785,still high last night rihanna navy recovered,neutral
786,back italy,neutral
787,shop fenty product seen exclusive makeup collection stadium ready fashion collabs,positive
788,win instant post game reaction america beautiful post game camera work trying crop mvp le valuable sibling shoutout weeb ewbank,positive
789,diddy file paperwork stop kim porter book coming want documentation pertains kim privacy seized,negative
790,anyone else think maybe rihanna crotch grab hand sniff move nod amp song sex air care love smell took away like sing wanted,positive
791,rihanna halftime show performance completely bust myth pregnant mother hinder career successful career make history first pregnant artist perform halftime show,positive
792,queen outfit savage x line checked email,negative
793,story today sport anti woke affected capitalist excess clearly seen tear n experienced barbados superbowl bravo,negative
794,got compliment pregnant,positive
795,coworker jamming playlist old recent joint choice shaking head unison beat god wise,positive
796,idea social medium full okay show nothing ordinary seen better performance champion league final pure definition social medium hype population nothing else winter,positive
797,everyone time digest good bad ugly game halftime show,negative
798,people realize rihanna gave song performance minute pregnant suspended ceiling dropped brand genius way possible amp get paid sure go boring babe,negative
799,got back uni yes ririiiii killed,negative
800,goodmorning game itching play wanna hop grinding pjs line,positive
801,look vibrator working home minute free meeting,positive
802,never honestly knew hiding pregnancy people secured bag end day,positive
803,really want buy one everything today,positive
804,full super bowl lvii halftime show via good morning love thanks guy rock,positive
805,another asl performer super bowl interpreter deaf performer rihanna super bowl halftime asl interpreter went via,positive
806,watched halftime show last night enjoyed still singing could see lmao,positive
807,dishin baby bump reveal best moment plus win big take nasty fall break start week right today,positive
808,never read tell yesterday extremely happy pc seeing riri stage since child love seeing yesterday unique style damn applauding house medell n,positive
809,read new article creative director carl dennie performance profound significance barbados bajan diaspora black audience across world,positive
810,swing around giant football stadium full fan stage rope pregnant still good enough folk,positive
811,different diablo,neutral
812,bow love true artist called icon learn thing two,positive
813,two best thing besides sorry eagle commercial,positive
814,top financial fitness lesson build amp use term given back many cause organization close heart learn ep,positive
815,protect want kitarooooooooooo stunner need meet,positive
816,rihanna may paid lump sum super bowl performance still certain make money half time show way,positive
817,fan still buzzing super bowl halftime show made comeback debuted baby bump middle performance sly move promoted project come fan want new music pop star,positive
818,rihanna never undone year album still book big stage want girl left side island,positive
819,brodie torrance save passenger lightning strike find beginning dangerous rebel take passenger hostage watch plane minute,negative
820,rihanna signed rare music sun x poster w exact proof jsa loa super rare inscription amp autograph buy,positive
821,come way show love baby mama still shook first pregnancy announcement,positive
822,everyone talking catch ad highlight twitter favorite commercial game,positive
823,adore utterly incredible hope riri acting would bad as storm mcu finally introduces x men obviously new tune come st would love finally see concert roll whatevers next undeniable talent,positive
824,love girl humble beginning becomes big star,positive
825,earn money instagram,neutral
826,right lewd nasty obviously racist culture want exposure nasty stupidity tongue like dog sorry music fine girl u,negative
827,spot dancehall dance step influence performance last night starting iconic butterfly,neutral
828,follow tiktok latest news video mma world martialartsnews,neutral
829,rihanna absolutely slayed superbowl last night loved medley song got,positive
830,rihanna bitch better money moved place st place th,negative
831,rihanna found love feat calvin harris gone place th place th,positive
832,rihanna umbrella feat jay z climbed place th place th,neutral
833,watching halftime show music caribbean proud got hit banger lit entire stadium ask bajan hero,positive
834,gotta love rihanna last night performing battlefield smash bros series,positive
835,dance move expecting rih,neutral
836,song one lifetime song like work work work etc halftime lifted spirit,positive
837,viewership slightly halftime show audience slightly nabbed viewed brand ad spot check recap major happening last night super bowl,positive
838,ye kanye taking note riri instead running mar lago,neutral
839,white people handle woc sexuality fucking insecure sexuality takeaway,negative
840,buy office home furniture affordable price call whatsapp book shelf k delivery done countrywide pay delivery acceptable messi mbappe natalie tewa turkana riggy g ugandan,positive
841,aerial view street cantonment,neutral
842,sure care liked even better second watch video without superbowl party chatter around wowed confidence perform elevated platform rising inspiring,positive
843,got setlist last night,neutral
844,nan,neutral
845,everyone takeaway last night concert mine ambitious woman took break stage year entered confidence clarity important ever,positive
846,really ask kid learn something celebrity gesture dance similar michael jackson disgusting watch exactly want show put hand,positive
847,advise plz u guy paying mother retirement september last year told guy working return car bill paid saving gone happening really hurt,negative
848,anything learned super bowl lvii always hater amassed number one song top ten song billboard hot people still looked performance still showed keep showing,positive
849,morning live coming confirms pregnancy highlight super bowl lvii u shoot th high altitude object day,positive
850,fav part riri performance,positive
851,look idc anyone say stage presence amp way highlighted stage setup amp way moving month pregnant lord would breath walking field respect,positive
852,happy new month season love great business someone nice season seemed like perfect one let know happy valentine season u,positive
853,like many eagerly awaiting comment unidentified object shot military expert instead treated keen observation super bowl performance great music critic donald trump joke,positive
854,rihanna transition bbhmm smooth audience even keep listen reaction,neutral
855,look den ate as back,neutral
856,blind degenerate bet last night typically tail csgo find anything still woke money,negative
857,scientist invented wild way remove plastic pollution ocean egg white efficiency,positive
858,kind backflip move wanted clearly pregnant woman leave riri alone,positive
859,know live tv superbowl halftime show prolonged minute minute atleast time factor justice catalog,positive
860,everyone recovering yesterday stunning performance come join announcement today pm utc excuse kidnap,positive
861,one still playing mind,positive
862,looking earn extra money print demand business worry know design earn pre made design design unique trademark free,negative
863,red objectively sexiest colour need safe space anti religious stuff country saudi arabia iran go fun,positive
864,yesterday described exactly camera live super bowl show today got message twitter put warning tweet prof point suitable family viewing,positive
865,elevation barbershop huntsville open day week pm,neutral
866,still rihanna performance favourite moment super bowl,positive
867,critiquing work performance simultaneously growing another human misspelling name process weird flex especially woman working mom woman nice thing like basic right choose,positive
868,gm believe matched lady artwork featured energy fire vhore magazine still available bio donation go woman right charity,positive
869,loved rihanna show last night powerful total look loewe dancing hanged air baby belly fear sexy,positive
870,still place urgent order today loved one,positive
871,memorable moment super bowl,positive
872,certified ui ux designer nigeria lot knowledge would honestly love good paying job preferably remote mind person,positive
873,met shontelle producing impossible tshirt writing song shontelle hit making singer songwriter pioneer come support new virtual product miss early fan,positive
874,rihanna performance set look like super mario selection music disappointing performance dry maybe cause prego since prego get delayed album best part interpreter,positive
